@ NAME             %09s "MAP_TABLE"
@ TYPE             %07s "MAP_TAB"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.04.01 Darwin 64"
@ DATE             %08s "06/09/18"
@ TIME             %08s "11.03.12"
* NAME                                 COEF   N_VECTOR         NV      ORDER         NX        NXP         NY        NYP    NDELTAP         NT 
$ %s                                    %le         %d         %d         %d         %d         %d         %d         %d         %d         %d 
 "C4_300100"          1.137244996316033e+05          4          5          4          3          0          0          1          0          0
 "C4_300010"          2.614556567599699e+03          4          5          4          3          0          0          0          1          0
 "C4_220000"          7.812719424078515e-01          4          5          4          2          2          0          0          0          0
 "C4_211000"          1.212410438481631e+05          4          5          4          2          1          1          0          0          0
 "C4_210100"         -1.047797882214279e+07          4          5          4          2          1          0          1          0          0
 "C4_210010"          5.593652283754542e+04          4          5          4          2          1          0          0          1          0
 "C4_202000"         -8.762860707943095e-04          4          5          4          2          0          2          0          0          0
 "C4_201100"          6.189580776876828e-03          4          5          4          2          0          1          1          0          0
 "C4_201010"         -2.664885086354369e+05          4          5          4          2          0          1          0          1          0
 "C4_200200"          1.976557470698481e+00          4          5          4          2          0          0          2          0          0
 "C4_200110"          1.669922758479557e+07          4          5          4          2          0          0          1          1          0
 "C4_200020"         -4.474870617631567e+04          4          5          4          2          0          0          0          2          0
 "C4_130000"          1.688879634252797e+01          4          5          4          1          3          0          0          0          0
 "C4_121000"          1.785893718045001e+07          4          5          4          1          2          1          0          0          0
 "C4_120100"         -1.730623997699571e+09          4          5          4          1          2          0          1          0          0
 "C4_120010"          2.593693655757233e+05          4          5          4          1          2          0          0          1          0
 "C4_112000"         -2.148013117651355e-02          4          5          4          1          1          2          0          0          0
 "C4_111100"         -1.572499555721595e+00          4          5          4          1          1          1          1          0          0
 "C4_111010"         -7.531587228488068e+06          4          5          4          1          1          1          0          1          0
 "C4_110200"          1.035687539499216e+02          4          5          4          1          1          0          2          0          0
 "C4_110110"          3.373374372505623e+08          4          5          4          1          1          0          1          1          0
 "C4_110020"         -2.118344301821901e+06          4          5          4          1          1          0          0          2          0
 "C4_103000"          1.557794551015063e+04          4          5          4          1          0          3          0          0          0
 "C4_102100"         -2.448059069686417e+06          4          5          4          1          0          2          1          0          0
 "C4_102010"          6.870560337788653e+03          4          5          4          1          0          2          0          1          0
 "C4_101200"          8.979829516195406e+07          4          5          4          1          0          1          2          0          0
 "C4_101110"         -1.116164749907397e+06          4          5          4          1          0          1          1          1          0
 "C4_101020"          3.993076575046235e+05          4          5          4          1          0          1          0          2          0
 "C4_100300"         -4.077541221030744e+08          4          5          4          1          0          0          3          0          0
 "C4_100210"          2.722005261673476e+07          4          5          4          1          0          0          2          1          0
 "C4_100120"         -2.775535443579023e+07          4          5          4          1          0          0          1          2          0
 "C4_100030"          6.401439478040837e+04          4          5          4          1          0          0          0          3          0
 "C4_040000"          1.654556043714821e+02          4          5          4          0          4          0          0          0          0
 "C4_031000"          3.853970930720742e+08          4          5          4          0          3          1          0          0          0
 "C4_030100"         -3.945046249559404e+10          4          5          4          0          3          0          1          0          0
 "C4_030010"         -2.584926970784948e+07          4          5          4          0          3          0          0          1          0
 "C4_022000"         -2.770671657168057e-01          4          5          4          0          2          2          0          0          0
 "C4_021100"         -4.129215028393675e+01          4          5          4          0          2          1          1          0          0
 "C4_021010"         -9.663672316067395e+07          4          5          4          0          2          1          0          1          0
 "C4_020200"          1.463628375695067e+03          4          5          4          0          2          0          2          0          0
 "C4_020110"         -5.655051521132512e+08          4          5          4          0          2          0          1          1          0
 "C4_020020"         -6.225966824058964e+07          4          5          4          0          2          0          0          2          0
 "C4_013000"          2.969937356112621e+05          4          5          4          0          1          3          0          0          0
 "C4_012100"         -3.301291866564704e+07          4          5          4          0          1          2          1          0          0
 "C4_012010"          2.289627294084489e+05          4          5          4          0          1          2          0          1          0
 "C4_011200"         -2.159457302632263e+08          4          5          4          0          1          1          2          0          0
 "C4_011110"         -3.282922763154637e+07          4          5          4          0          1          1          1          1          0
 "C4_011020"          8.093910201228681e+06          4          5          4          0          1          1          0          2          0
 "C4_010300"          5.656199730044860e+10          4          5          4          0          1          0          3          0          0
 "C4_010210"          8.146172396852957e+08          4          5          4          0          1          0          2          1          0
 "C4_010120"         -4.979797774971437e+08          4          5          4          0          1          0          1          2          0
 "C4_010030"          1.400242264957725e+06          4          5          4          0          1          0          0          3          0
 "C4_004000"          1.977659678832713e-04          4          5          4          0          0          4          0          0          0
 "C4_003100"          2.273812803152505e-02          4          5          4          0          0          3          1          0          0
 "C4_003010"          2.182382135231601e+05          4          5          4          0          0          3          0          1          0
 "C4_002200"         -5.389719447132086e+00          4          5          4          0          0          2          2          0          0
 "C4_002110"         -3.622450691492732e+07          4          5          4          0          0          2          1          1          0
 "C4_002020"          1.152533244154834e+05          4          5          4          0          0          2          0          2          0
 "C4_001300"          3.542174973518063e+02          4          5          4          0          0          1          3          0          0
 "C4_001210"          2.038116465124617e+09          4          5          4          0          0          1          2          1          0
 "C4_001120"         -1.189956352808161e+07          4          5          4          0          0          1          1          2          0
 "C4_001030"         -8.589044683732580e+04          4          5          4          0          0          1          0          3          0
 "C4_000400"         -8.327384533073580e+03          4          5          4          0          0          0          4          0          0
 "C4_000310"         -3.300337860712139e+10          4          5          4          0          0          0          3          1          0
 "C4_000220"          4.431257421395205e+08          4          5          4          0          0          0          2          2          0
 "C4_000130"          5.144512968098812e+06          4          5          4          0          0          0          1          3          0
 "C4_000040"         -5.668740529874296e+04          4          5          4          0          0          0          0          4          0
 "C4_500000"          1.904050619947805e-03          4          5          5          5          0          0          0          0          0
 "C4_410000"          9.192140937733235e-01          4          5          5          4          1          0          0          0          0
 "C4_401000"          8.671631025644882e+06          4          5          5          4          0          1          0          0          0
 "C4_400100"         -3.850192952669331e+08          4          5          5          4          0          0          1          0          0
 "C4_400010"          2.269684172614702e+06          4          5          5          4          0          0          0          1          0
 "C4_320000"          2.227093990837661e+01          4          5          5          3          2          0          0          0          0
 "C4_311000"          5.250103608834936e+08          4          5          5          3          1          1          0          0          0
 "C4_310100"         -2.349461890872452e+10          4          5          5          3          1          0          1          0          0
 "C4_310010"          1.378698901465543e+08          4          5          5          3          1          0          0          1          0
 "C4_302000"         -7.872619840939124e-02          4          5          5          3          0          2          0          0          0
 "C4_301100"          4.975122218164655e+00          4          5          5          3          0          1          1          0          0
 "C4_301010"         -2.991766973567045e+07          4          5          5          3          0          1          0          1          0
 "C4_300200"          8.055798879962354e-01          4          5          5          3          0          0          2          0          0
 "C4_300110"          1.530947115771718e+09          4          5          5          3          0          0          1          1          0
 "C4_300020"         -6.392528175789379e+06          4          5          5          3          0          0          0          2          0
 "C4_230000"         -2.761477052114475e+02          4          5          5          2          3          0          0          0          0
 "C4_221000"          2.198331403773700e+10          4          5          5          2          2          1          0          0          0
 "C4_220100"         -1.166964775516829e+12          4          5          5          2          2          0          1          0          0
 "C4_220010"          4.548186318246470e+09          4          5          5          2          2          0          0          1          0
 "C4_212000"         -5.140632884943678e+00          4          5          5          2          1          2          0          0          0
 "C4_211100"          2.651530400704634e+02          4          5          5          2          1          1          1          0          0
 "C4_211010"         -1.410760398157779e+09          4          5          5          2          1          1          0          1          0
 "C4_210200"          8.451978239910844e+02          4          5          5          2          1          0          2          0          0
 "C4_210110"          7.416936746967671e+10          4          5          5          2          1          0          1          1          0
 "C4_210020"         -2.971563676500792e+08          4          5          5          2          1          0          0          2          0
 "C4_203000"         -8.813665752721446e+06          4          5          5          2          0          3          0          0          0
 "C4_202100"          1.187729656386706e+09          4          5          5          2          0          2          1          0          0
 "C4_202010"         -6.614491585999813e+06          4          5          5          2          0          2          0          1          0
 "C4_201200"         -7.951871573411575e+10          4          5          5          2          0          1          2          0          0
 "C4_201110"          2.666163441788597e+08          4          5          5          2          0          1          1          1          0
 "C4_201020"         -1.205084463016116e+07          4          5          5          2          0          1          0          2          0
 "C4_200300"          2.310585381391160e+12          4          5          5          2          0          0          3          0          0
 "C4_200210"          8.958569329366308e+08          4          5          5          2          0          0          2          1          0
 "C4_200120"          5.784593233124695e+08          4          5          5          2          0          0          1          2          0
 "C4_200030"         -1.082902298900974e+06          4          5          5          2          0          0          0          3          0
 "C4_140000"         -2.524470362329993e+04          4          5          5          1          4          0          0          0          0
 "C4_131000"          3.329020182728551e+11          4          5          5          1          3          1          0          0          0
 "C4_130100"         -1.403683228749640e+13          4          5          5          1          3          0          1          0          0
 "C4_130010"          8.949616566786996e+10          4          5          5          1          3          0          0          1          0
 "C4_122000"         -1.108265705559896e+02          4          5          5          1          2          2          0          0          0
 "C4_121100"          2.772159852524859e+03          4          5          5          1          2          1          1          0          0
 "C4_121010"         -4.257801387909956e+10          4          5          5          1          2          1          0          1          0
 "C4_120200"          1.681670817518843e+05          4          5          5          1          2          0          2          0          0
 "C4_120110"          2.717203125256767e+12          4          5          5          1          2          0          1          1          0
 "C4_120020"         -6.022005320328326e+09          4          5          5          1          2          0          0          2          0
 "C4_113000"         -1.337985193894555e+08          4          5          5          1          1          3          0          0          0
 "C4_112100"          1.081032640759754e+10          4          5          5          1          1          2          1          0          0
 "C4_112010"         -1.574458009143836e+08          4          5          5          1          1          2          0          1          0
 "C4_111200"         -1.254124869427686e+12          4          5          5          1          1          1          2          0          0
 "C4_111110"         -2.283660310324463e+09          4          5          5          1          1          1          1          1          0
 "C4_111020"          6.174044564725813e+08          4          5          5          1          1          1          0          2          0
 "C4_110300"          5.595060644715070e+13          4          5          5          1          1          0          3          0          0
 "C4_110210"          3.045318891686581e+11          4          5          5          1          1          0          2          1          0
 "C4_110120"         -3.955096162158042e+10          4          5          5          1          1          0          1          2          0
 "C4_110030"          2.039752348759616e+08          4          5          5          1          1          0          0          3          0
 "C4_104000"          7.636834231145387e-02          4          5          5          1          0          4          0          0          0
 "C4_103100"         -7.642308857469096e+00          4          5          5          1          0          3          1          0          0
 "C4_103010"          2.378424069699935e+07          4          5          5          1          0          3          0          1          0
 "C4_102200"          1.224039949971322e+02          4          5          5          1          0          2          2          0          0
 "C4_102110"         -3.446304341744123e+09          4          5          5          1          0          2          1          1          0
 "C4_102020"          1.509110566780216e+07          4          5          5          1          0          2          0          2          0
 "C4_101300"          9.500849239970796e+03          4          5          5          1          0          1          3          0          0
 "C4_101210"          2.022957968412362e+11          4          5          5          1          0          1          2          1          0
 "C4_101120"         -9.574157316222205e+08          4          5          5          1          0          1          1          2          0
 "C4_101030"          9.681286261812067e+07          4          5          5          1          0          1          0          3          0
 "C4_100400"         -3.497743678891432e+05          4          5          5          1          0          0          4          0          0
 "C4_100310"         -4.742801479907394e+12          4          5          5          1          0          0          3          1          0
 "C4_100220"          1.487997297062153e+10          4          5          5          1          0          0          2          2          0
 "C4_100130"         -4.763765403302852e+09          4          5          5          1          0          0          1          3          0
 "C4_100040"          1.962249679665840e+07          4          5          5          1          0          0          0          4          0
 "C4_050000"         -5.585748190016939e+05          4          5          5          0          5          0          0          0          0
 "C4_041000"          1.301923660201360e+12          4          5          5          0          4          1          0          0          0
 "C4_040100"          6.029508152828661e+13          4          5          5          0          4          0          1          0          0
 "C4_040010"          1.000340656816551e+12          4          5          5          0          4          0          0          1          0
 "C4_032000"         -5.267488163097427e+02          4          5          5          0          3          2          0          0          0
 "C4_031100"         -6.771406345970243e+04          4          5          5          0          3          1          1          0          0
 "C4_031010"         -5.241438675533492e+11          4          5          5          0          3          1          0          1          0
 "C4_030200"          5.870793564113189e+06          4          5          5          0          3          0          2          0          0
 "C4_030110"          3.616903485216683e+13          4          5          5          0          3          0          1          1          0
 "C4_030020"         -5.283476520326695e+10          4          5          5          0          3          0          0          2          0
 "C4_023000"         -4.121646362456012e+09          4          5          5          0          2          3          0          0          0
 "C4_022100"          5.515034189608895e+11          4          5          5          0          2          2          1          0          0
 "C4_022010"         -3.167188509795915e+09          4          5          5          0          2          2          0          1          0
 "C4_021200"         -4.994492992601058e+13          4          5          5          0          2          1          2          0          0
 "C4_021110"         -2.827784587057568e+10          4          5          5          0          2          1          1          1          0
 "C4_021020"          7.781082659677498e+09          4          5          5          0          2          1          0          2          0
 "C4_020300"          1.542716100304471e+15          4          5          5          0          2          0          3          0          0
 "C4_020210"          2.209858212004041e+12          4          5          5          0          2          0          2          1          0
 "C4_020120"          7.494433249101049e+11          4          5          5          0          2          0          1          2          0
 "C4_020030"          1.363969912139770e+10          4          5          5          0          2          0          0          3          0
 "C4_014000"          1.035889382760560e+00          4          5          5          0          1          4          0          0          0
 "C4_013100"          1.359242073728929e+01          4          5          5          0          1          3          1          0          0
 "C4_013010"          2.105381104905986e+08          4          5          5          0          1          3          0          1          0
 "C4_012200"         -1.377187767004212e+04          4          5          5          0          1          2          2          0          0
 "C4_012110"         -2.830345539472391e+10          4          5          5          0          1          2          1          1          0
 "C4_012020"          1.482054577795979e+08          4          5          5          0          1          2          0          2          0
 "C4_011300"          8.661564159145607e+05          4          5          5          0          1          1          3          0          0
 "C4_011210"          2.533661965578736e+12          4          5          5          0          1          1          2          1          0
 "C4_011120"          2.326305819989712e+09          4          5          5          0          1          1          1          2          0
 "C4_011030"          4.290309243325323e+08          4          5          5          0          1          1          0          3          0
 "C4_010400"         -1.777130724580634e+07          4          5          5          0          1          0          4          0          0
 "C4_010310"         -8.741384607445253e+13          4          5          5          0          1          0          3          1          0
 "C4_010220"         -2.794350544579108e+11          4          5          5          0          1          0          2          2          0
 "C4_010130"          2.119649363589987e+10          4          5          5          0          1          0          1          3          0
 "C4_010040"          3.026788526546144e+08          4          5          5          0          1          0          0          4          0
 "C4_005000"          1.444094622204698e+06          4          5          5          0          0          5          0          0          0
 "C4_004100"         -2.773876089406773e+08          4          5          5          0          0          4          1          0          0
 "C4_004010"          2.230695574938481e+06          4          5          5          0          0          4          0          1          0
 "C4_003200"          4.088128221432097e+10          4          5          5          0          0          3          2          0          0
 "C4_003110"         -1.108966859809698e+08          4          5          5          0          0          3          1          1          0
 "C4_003020"          5.620819986641408e+07          4          5          5          0          0          3          0          2          0
 "C4_002300"         -4.073312085283845e+12          4          5          5          0          0          2          3          0          0
 "C4_002210"         -9.279763561516043e+09          4          5          5          0          0          2          2          1          0
 "C4_002120"         -8.771652577069584e+09          4          5          5          0          0          2          1          2          0
 "C4_002030"          2.979546352129939e+07          4          5          5          0          0          2          0          3          0
 "C4_001400"          2.133183518618440e+14          4          5          5          0          0          1          4          0          0
 "C4_001310"          1.036955570792542e+12          4          5          5          0          0          1          3          1          0
 "C4_001220"          4.957005138624156e+11          4          5          5          0          0          1          2          2          0
 "C4_001130"         -2.713730806365799e+09          4          5          5          0          0          1          1          3          0
 "C4_001040"         -8.723782930264866e+07          4          5          5          0          0          1          0          4          0
 "C4_000500"         -4.377456333344002e+15          4          5          5          0          0          0          5          0          0
 "C4_000410"         -2.705540533127301e+13          4          5          5          0          0          0          4          1          0
 "C4_000320"         -1.124716370671428e+13          4          5          5          0          0          0          3          2          0
 "C4_000230"          3.086721726013032e+10          4          5          5          0          0          0          2          3          0
 "C4_000140"          4.446895647399406e+09          4          5          5          0          0          0          1          4          0
 "C4_000050"         -1.658387830857488e+07          4          5          5          0          0          0          0          5          0
 "C4_600000"          1.600457266391145e+00          4          5          6          6          0          0          0          0          0
 "C4_510000"          3.709414420808509e+02          4          5          6          5          1          0          0          0          0
 "C4_501000"          1.322699950879919e+07          4          5          6          5          0          1          0          0          0
 "C4_500100"          7.511423174877384e+09          4          5          6          5          0          0          1          0          0
 "C4_500010"          4.509969681596953e+07          4          5          6          5          0          0          0          1          0
 "C4_420000"          7.904802718796155e+03          4          5          6          4          2          0          0          0          0
 "C4_411000"         -1.557381036527882e+10          4          5          6          4          1          1          0          0          0
 "C4_410100"          2.273261412631107e+12          4          5          6          4          1          0          1          0          0
 "C4_410010"          5.131102527676516e+09          4          5          6          4          1          0          0          1          0
 "C4_402000"         -3.942666597941711e+01          4          5          6          4          0          2          0          0          0
 "C4_401100"          4.909670224986649e+03          4          5          6          4          0          1          1          0          0
 "C4_401010"          5.614086571890391e+09          4          5          6          4          0          1          0          1          0
 "C4_400200"         -1.066373214363104e+05          4          5          6          4          0          0          2          0          0
 "C4_400110"         -2.637360455453282e+11          4          5          6          4          0          0          1          1          0
 "C4_400020"          1.291640955747616e+09          4          5          6          4          0          0          0          2          0
 "C4_330000"         -2.069671420993485e+05          4          5          6          3          3          0          0          0          0
 "C4_321000"         -1.836888882434655e+12          4          5          6          3          2          1          0          0          0
 "C4_320100"          1.827726909566375e+14          4          5          6          3          2          0          1          0          0
 "C4_320010"          1.131322208383844e+11          4          5          6          3          2          0          0          1          0
 "C4_312000"         -4.022546401494807e+03          4          5          6          3          1          2          0          0          0
 "C4_311100"          4.116670990021824e+05          4          5          6          3          1          1          1          0          0
 "C4_311010"          3.147071501385466e+11          4          5          6          3          1          1          0          1          0
 "C4_310200"         -6.425954236774161e+06          4          5          6          3          1          0          2          0          0
 "C4_310110"         -1.783661313902036e+13          4          5          6          3          1          0          1          1          0
 "C4_310020"          5.447176602408896e+10          4          5          6          3          1          0          0          2          0
 "C4_303000"         -3.656748464674644e+07          4          5          6          3          0          3          0          0          0
 "C4_302100"         -6.392535053764867e+10          4          5          6          3          0          2          1          0          0
 "C4_302010"         -4.100834582965363e+08          4          5          6          3          0          2          0          1          0
 "C4_301200"          7.288291304742139e+12          4          5          6          3          0          1          2          0          0
 "C4_301110"          1.675828156955143e+10          4          5          6          3          0          1          1          1          0
 "C4_301020"         -2.172488081320281e+10          4          5          6          3          0          1          0          2          0
 "C4_300300"         -1.961464650784220e+14          4          5          6          3          0          0          3          0          0
 "C4_300210"          4.437647363882628e+11          4          5          6          3          0          0          2          1          0
 "C4_300120"          1.003175334679265e+12          4          5          6          3          0          0          1          2          0
 "C4_300030"         -5.137539706183822e+09          4          5          6          3          0          0          0          3          0
 "C4_240000"         -1.136965717249424e+07          4          5          6          2          4          0          0          0          0
 "C4_231000"         -7.843771092190462e+13          4          5          6          2          3          1          0          0          0
 "C4_230100"          6.720537246536534e+15          4          5          6          2          3          0          1          0          0
 "C4_230010"         -1.004013842996693e+12          4          5          6          2          3          0          0          1          0
 "C4_222000"         -1.502890424717973e+05          4          5          6          2          2          2          0          0          0
 "C4_221100"          1.361949625665927e+07          4          5          6          2          2          1          1          0          0
 "C4_221010"          1.124885491715221e+13          4          5          6          2          2          1          0          1          0
 "C4_220200"         -1.166478767493487e+08          4          5          6          2          2          0          2          0          0
 "C4_220110"         -6.892009368228638e+14          4          5          6          2          2          0          1          1          0
 "C4_220020"          1.704147286826507e+12          4          5          6          2          2          0          0          2          0
 "C4_213000"          2.316740712427970e+10          4          5          6          2          1          3          0          0          0
 "C4_212100"         -9.231300299901750e+12          4          5          6          2          1          2          1          0          0
 "C4_212010"         -1.871454639627473e+10          4          5          6          2          1          2          0          1          0
 "C4_211200"          7.948251067319525e+14          4          5          6          2          1          1          2          0          0
 "C4_211110"         -1.411085481003379e+11          4          5          6          2          1          1          1          1          0
 "C4_211020"         -8.960778831345737e+11          4          5          6          2          1          1          0          2          0
 "C4_210300"         -1.976127150395620e+16          4          5          6          2          1          0          3          0          0
 "C4_210210"          6.121898432450643e+13          4          5          6          2          1          0          2          1          0
 "C4_210120"          4.594532407703607e+13          4          5          6          2          1          0          1          2          0
 "C4_210030"         -1.871678820818845e+11          4          5          6          2          1          0          0          3          0
 "C4_204000"          5.907185115773542e+01          4          5          6          2          0          4          0          0          0
 "C4_203100"         -1.066663245731768e+04          4          5          6          2          0          3          1          0          0
 "C4_203010"         -3.798047012945024e+09          4          5          6          2          0          3          0          1          0
 "C4_202200"          7.333942118884737e+05          4          5          6          2          0          2          2          0          0
 "C4_202110"          4.105316564823395e+11          4          5          6          2          0          2          1          1          0
 "C4_202020"         -3.311277634117388e+09          4          5          6          2          0          2          0          2          0
 "C4_201300"         -2.567361807079108e+07          4          5          6          2          0          1          3          0          0
 "C4_201210"         -1.678881715741339e+13          4          5          6          2          0          1          2          1          0
 "C4_201120"          2.448327548544828e+11          4          5          6          2          0          1          1          2          0
 "C4_201030"          3.009205280041775e+10          4          5          6          2          0          1          0          3          0
 "C4_200400"          3.657483126662046e+08          4          5          6          2          0          0          4          0          0
 "C4_200310"          2.436921645079596e+14          4          5          6          2          0          0          3          1          0
 "C4_200220"         -5.810503969479950e+12          4          5          6          2          0          0          2          2          0
 "C4_200130"         -1.305901502577688e+12          4          5          6          2          0          0          1          3          0
 "C4_200040"          8.434521078680057e+09          4          5          6          2          0          0          0          4          0
 "C4_150000"         -9.332374272651559e+07          4          5          6          1          5          0          0          0          0
 "C4_141000"         -1.618245270376835e+15          4          5          6          1          4          1          0          0          0
 "C4_140100"          1.208767359581355e+17          4          5          6          1          4          0          1          0          0
 "C4_140010"         -1.192451341374505e+14          4          5          6          1          4          0          0          1          0
 "C4_132000"         -3.396992812332222e+06          4          5          6          1          3          2          0          0          0
 "C4_131100"          2.523324008774275e+08          4          5          6          1          3          1          1          0          0
 "C4_131010"          1.556820513401234e+14          4          5          6          1          3          1          0          1          0
 "C4_130200"          1.257009890933263e+08          4          5          6          1          3          0          2          0          0
 "C4_130110"         -9.830693424387964e+15          4          5          6          1          3          0          1          1          0
 "C4_130020"          2.104053019529182e+13          4          5          6          1          3          0          0          2          0
 "C4_123000"          1.132783542883214e+12          4          5          6          1          2          3          0          0          0
 "C4_122100"         -3.490057910288423e+14          4          5          6          1          2          2          1          0          0
 "C4_122010"         -3.210595565238338e+11          4          5          6          1          2          2          0          1          0
 "C4_121200"          2.801085540983747e+16          4          5          6          1          2          1          2          0          0
 "C4_121110"         -2.703190095952992e+13          4          5          6          1          2          1          1          1          0
 "C4_121020"         -2.020088338953920e+13          4          5          6          1          2          1          0          2          0
 "C4_120300"         -6.817708340644780e+17          4          5          6          1          2          0          3          0          0
 "C4_120210"          2.291226758488937e+15          4          5          6          1          2          0          2          1          0
 "C4_120120"          1.060923802500381e+15          4          5          6          1          2          0          1          2          0
 "C4_120030"         -4.168052031461968e+12          4          5          6          1          2          0          0          3          0
 "C4_114000"          2.943268434035554e+03          4          5          6          1          1          4          0          0          0
 "C4_113100"         -4.501709618934735e+05          4          5          6          1          1          3          1          0          0
 "C4_113010"         -2.352245293049024e+10          4          5          6          1          1          3          0          1          0
 "C4_112200"          2.503122366955229e+07          4          5          6          1          1          2          2          0          0
 "C4_112110"         -1.904804305080641e+11          4          5          6          1          1          2          1          1          0
 "C4_112020"         -4.264638422213245e+10          4          5          6          1          1          2          0          2          0
 "C4_111300"         -6.028815453055732e+08          4          5          6          1          1          1          3          0          0
 "C4_111210"          3.323809835609626e+14          4          5          6          1          1          1          2          1          0
 "C4_111120"          6.127655846070576e+12          4          5          6          1          1          1          1          2          0
 "C4_111030"          1.093887594468061e+12          4          5          6          1          1          1          0          3          0
 "C4_110400"          2.424685220083390e+09          4          5          6          1          1          0          4          0          0
 "C4_110310"         -1.489074348690796e+16          4          5          6          1          1          0          3          1          0
 "C4_110220"         -1.955666703987596e+14          4          5          6          1          1          0          2          2          0
 "C4_110130"         -4.794836858064588e+13          4          5          6          1          1          0          1          3          0
 "C4_110040"          2.913344320734430e+11          4          5          6          1          1          0          0          4          0
 "C4_105000"         -1.883131029637754e+07          4          5          6          1          0          5          0          0          0
 "C4_104100"          7.189854012871999e+10          4          5          6          1          0          4          1          0          0
 "C4_104010"          4.036161108923889e+08          4          5          6          1          0          4          0          1          0
 "C4_103200"         -1.411882436957592e+13          4          5          6          1          0          3          2          0          0
 "C4_103110"         -2.535066191350076e+10          4          5          6          1          0          3          1          1          0
 "C4_103020"          1.015413766993076e+10          4          5          6          1          0          3          0          2          0
 "C4_102300"          1.104383087270843e+15          4          5          6          1          0          2          3          0          0
 "C4_102210"         -1.687008710873658e+12          4          5          6          1          0          2          2          1          0
 "C4_102120"         -1.073640842338112e+12          4          5          6          1          0          2          1          2          0
 "C4_102030"          8.597342084057859e+09          4          5          6          1          0          2          0          3          0
 "C4_101400"         -4.004223802750986e+16          4          5          6          1          0          1          4          0          0
 "C4_101310"          1.740782356138414e+14          4          5          6          1          0          1          3          1          0
 "C4_101220"          4.411439034611741e+13          4          5          6          1          0          1          2          2          0
 "C4_101130"         -5.558963611597875e+11          4          5          6          1          0          1          1          3          0
 "C4_101040"         -1.219785129186078e+10          4          5          6          1          0          1          0          4          0
 "C4_100500"          5.580325404292371e+17          4          5          6          1          0          0          5          0          0
 "C4_100410"         -4.030771551921594e+15          4          5          6          1          0          0          4          1          0
